Source Target
428624331 1099343106
428624331 1334384900
428624331 630840838
428624331 588581639
428624331 519623053
428624331 1388034446
428624331 953928224
428624331 2208303137
428624331 417329442
428624331 597879076
428624331 583728679
428624331 2771935019
428624331 322430638
428624331 497708594
428624331 132406324
428624331 297099583
428624331 578121152
428624331 430840544
428624331 525474371
428624331 1627098180
428624331 513276614
428624331 527813705
428624331 970503498
428624331 345561169
428624331 412393560
428624331 1387582820
428624331 190638943
428624331 2264809568
428624331 3105319906
428624331 575838436
428624331 623343088
428624331 345559028
428624331 754428150
428624331 301159927
428624331 428466043
1099343106 428624331
1334384900 428624331
630840838 428624331
588581639 428624331
519623053 428624331
1388034446 428624331
953928224 428624331
2208303137 428624331
417329442 428624331
597879076 428624331
583728679 428624331
2771935019 428624331
322430638 428624331
497708594 428624331
132406324 428624331
710481080 428624331
405785406 428624331
297099583 428624331
578121152 428624331
430840544 428624331
525474371 428624331
1627098180 428624331
513276614 428624331
527813705 428624331
970503498 428624331
345561169 428624331
446829778 428624331
412393560 428624331
1387582820 428624331
190638943 428624331
2264809568 428624331
3105319906 428624331
575838436 428624331
345559028 428624331
301159927 428624331
428466043 428624331
458714880 1099343106
458714880 1334384900
458714880 630840838
458714880 588581639
458714880 313660811
458714880 1388034446
458714880 434060997
458714880 953928224
458714880 2208303137
458714880 417329442
458714880 597879076
458714880 239941925
458714880 2771935019
458714880 322430638
458714880 497708594
458714880 132406324
458714880 710481080
458714880 405785406
458714880 297099583
458714880 578121152
458714880 525474371
458714880 1627098180
458714880 754428150
458714880 513276614
458714880 527813705
458714880 970503498
458714880 345561169
458714880 412393560
458714880 1387582820
458714880 190638943
458714880 430840544
458714880 119898851
458714880 575838436
458714880 623343088
458714880 345559028
458714880 1232801910
458714880 301159927
458714880 428466043
1099343106 458714880
1334384900 458714880
630840838 458714880
588581639 458714880
313660811 458714880
1388034446 458714880
525474371 458714880
434060997 458714880
953928224 458714880
2208303137 458714880
417329442 458714880
597879076 458714880
239941925 458714880
583728679 458714880
322430638 458714880
497708594 458714880
132406324 458714880
710481080 458714880
405785406 458714880
297099583 458714880
578121152 458714880
2949481539 458714880
1627098180 458714880
754428150 458714880
513276614 458714880
527813705 458714880
970503498 458714880
345561169 458714880
412393560 458714880
1387582820 458714880
190638943 458714880
430840544 458714880
119898851 458714880
575838436 458714880
623343088 458714880
345559028 458714880
1232801910 458714880
301159927 458714880
428466043 458714880
1849880264 1064477576
334869337 868166857
868166857 334869337
480828212 286714608
480828212 1866103183
286714608 480828212
1866103183 480828212
488032805 446703936
488032805 1099544911
488032805 511337266
488032805 512705044
488032805 522656150
488032805 385632826
488032805 19881311
446703936 488032805
1099544911 488032805
511337266 488032805
512705044 488032805
522656150 488032805
385632826 488032805
19881311 488032805
2298467139 1388034446
1388034446 2298467139
433807489 492511146
597851555 492511146
460536163 492511146
16078257 27970716
27970716 16078257
702174332 1855221553
702174332 204505963
702174332 868166857
868166857 702174332
204505963 702174332
1855221553 702174332
1541521722 286503685
1541521722 256349527
256349527 1541521722
397386925 149730039
149730039 397386925
519623053 1627098180
519623053 953928224
519623053 417329442
519623053 1387582820
519623053 597879076
519623053 588581639
519623053 527813705
519623053 497708594
519623053 446829778
519623053 754428150
519623053 710481080
519623053 1334384900
519623053 297099583
953928224 519623053
417329442 519623053
1387582820 519623053
1334384900 519623053
588581639 519623053
527813705 519623053
497708594 519623053
446829778 519623053
754428150 519623053
710481080 519623053
1627098180 519623053
597879076 519623053
297099583 519623053
593259038 216915562
216915562 593259038
258957310 1855221553
258957310 1063964017
258957310 868166857
1855221553 258957310
1063964017 258957310
868166857 258957310
1387582820 1099343106
1387582820 1334384900
1387582820 630840838
1387582820 588581639
1387582820 422125833
1387582820 313660811
1387582820 1388034446
1387582820 525474371
1387582820 430840544
1387582820 434060997
